base_Label	base_Min	base_Average	base_90% Line	base_Max	base_Pass	base_Fail	target_Min	target_Average	target_90% Line	target_Max	target_Pass	target_Fail	AVG	90%
TC26_Multiline_NewCustomer_HO_08A_RatingPage_SelectNoofStories	1.524	1.82	2.056	2.253	9.0	0.0	0.96	1.525	1.264	5.673	10.0	0.0	1.6724999999999999	1.6600000000000001
TC26_Multiline_NewCustomer_HO_09_RatingPage_SelectPreviousInsuanceCarrier	1.71	1.818	1.876	2.125	9.0	0.0	1.876	4.323	7.707	9.258	10.0	0.0	3.0705	4.7915
TC26_Multiline_NewCustomer_HO_10_Ratingpage_ClickSave&continue	4.145	5.218	5.497	7.965	9.0	0.0	1.735	2.677	4.033	4.647	10.0	0.0	3.9475	4.765000000000001
TC26_Multiline_NewCustomer_HO_11_Coveragepage_EnterEstimatedHomeReplacementValue	1.131	1.35	1.502	1.841	9.0	0.0	1.038	1.411	1.739	2.267	40.0	0.0	1.3805	1.6205
TC26_Multiline_NewCustomer_HO_12_Coveragepage_ClickSave&continue	3.07	3.609	4.318	4.346	9.0	0.0	0.936	2.013	2.081	8.147	10.0	0.0	2.811	3.1994999999999996
TC26_Multiline_NewCustomer_HO_13_Detailspage_ClickNext	6.088	6.909	7.576	8.549	9.0	0.0	1.782	3.171	3.715	8.537	10.0	0.0	5.04	5.6455
TC26_Multiline_NewCustomer_HO_13_Detailspage_ClickNext_QuotePageLoad	4.292	4.999	5.464	5.515	9.0	0.0	1.192	1.512	1.758	4.207	40.0	0.0	3.2554999999999996	3.611
TC26_Multiline_NewCustomer_HO_14_QuotesummaryPage_Click_ProceedtoNextquote	3.262	3.78	3.878	4.905	9.0	0.0	0.938	1.138	1.27	1.351	10.0	0.0	2.4589999999999996	2.574
TC26_Multiline_NewCustomer_PEL_16_insuredpage_ClickSave&continue	7.42	8.85	10.115	10.233	9.0	0.0	1.102	1.437	1.766	1.993	40.0	0.0	5.1434999999999995	5.9405
TC26_Multiline_NewCustomer_PEL_17_Ratingpage_Select_Ratinghome1	1.067	1.353	1.74	2.009	9.0	0.0	8.068	11.8	15.605	16.62	10.0	0.0	6.5765	8.6725
TC26_Multiline_NewCustomer_PEL_18_Ratingpage_ClickNext	2.398	2.809	3.179	3.27	9.0	0.0	1.045	1.285	1.525	1.581	10.0	0.0	2.047	2.352
TC26_Multiline_NewCustomer_PEL_19_Coveragepage_ClickNext	2.218	2.642	3.183	3.187	9.0	0.0	7.793	11.362	15.921	18.595	10.0	0.0	7.002	9.552
TC26_Multiline_NewCustomer_PEL_20_Detailspage_ClickNext	4.789	5.568	5.705	8.059	9.0	0.0	0.933	1.458	1.649	3.553	10.0	0.0	3.513	3.677
TC26_Multiline_NewCustomer_PEL_20_Detailspage_ClickNext_QuotePageLoad	2.822	3.397	3.933	4.193	9.0	0.0	2.439	4.608	5.854	22.927	40.0	0.0	4.0024999999999995	4.8934999999999995
TC26_Multiline_NewCustomer_PEL_21_QuotesummaryPage_Click_ProceedtoNextQuote	3.665	4.856	5.756	7.76	9.0	0.0	4.267	7.765	12.843	12.894	10.0	0.0	6.310499999999999	9.2995
TC26_Multiline_NewCustomer_Collection_22_Insuredpage_Click_save&continue	6.997	8.295	9.066	10.813	9.0	0.0	2.246	2.995	3.818	3.986	10.0	0.0	5.645	6.442
TC26_Multiline_NewCustomer_Collection_23_RatingPage_SelectJewelry	1.089	1.306	1.532	2.335	9.0	0.0	0.678	0.896	0.929	1.45	10.0	0.0	1.101	1.2305000000000001
TC26_Multiline_NewCustomer_Collection_24_RatingPage_SelectScheduled	1.062	1.301	1.501	1.82	9.0	0.0	3.787	7.15	11.387	12.302	10.0	0.0	4.2255	6.444
TC26_Multiline_NewCustomer_Collection_25_Ratingpage_Coveragelimit&ClickNext	2.977	3.283	3.792	3.835	9.0	0.0	10.063	13.002	15.944	17.089	40.0	0.0	8.1425	9.868
TC26_Multiline_NewCustomer_Collection_34_CoveragePage_EnterLimit_PercentageOfCoverage	1.107	1.329	1.286	2.344	9.0	0.0	4.128	5.767	6.911	7.596	10.0	0.0	3.548	4.0985
TC26_Multiline_NewCustomer_Collection_35_CoveragePage_ClickSave&continue	3.771	4.086	4.375	4.602	9.0	0.0	0.7	0.932	1.074	1.142	10.0	0.0	2.5090000000000003	2.7245
TC26_Multiline_NewCustomer_Collection_36_DetailsPage_ClickSave&continue	5.148	5.718	6.285	6.686	9.0	0.0	2.869	5.119	7.521	7.653	10.0	0.0	5.4185	6.9030000000000005
TC26_Multiline_NewCustomer_Collection_36_DetailsPage_ClickSave_QuotePageload	3.613	4.076	4.35	4.537	9.0	0.0	1.026	2.11	4.062	5.066	40.0	0.0	3.093	4.2059999999999995
TC26_Multiline_NewCustomer_Collection_37_QuotePage_ClickCreatePackage	1.458	1.872	2.283	2.773	9.0	0.0	3.324	6.512	5.518	22.97	10.0	0.0	4.192	3.9005
TC26_Multiline_NewCustomer_41_PrePackagePage_Click_Createpackage	6.004	8.657	13.944	14.384	9.0	0.0	2.606	4.543	9.415	9.878	10.0	0.0	6.6	11.6795
TC26_Multiline_NewCustomer_42_PrePackagePage_Click_ClosePopUp	1.167	1.805	2.175	2.62	9.0	0.0	6.416	7.495	8.054	9.288	10.0	0.0	4.65	5.1145
TC26_Multiline_NewCustomer_42A_PrePackagePage_ClickSendtoUnderwriter	10.602	12.1	14.358	16.606	9.0	0.0	1.416	2.342	3.727	5.14	10.0	0.0	7.221	9.0425
TC26_Multiline_NewCustomer_42B_Dashboardpage_SearchCustomerID	0.642	0.765	0.869	0.977	9.0	0.0	2.741	6.233	10.118	14.169	40.0	0.0	3.4989999999999997	5.4935
TC26_Multiline_NewCustomer_42C_Customerbackpage_ClickProposalTab	1.025	1.199	1.344	1.443	9.0	0.0	0.677	0.772	0.902	0.929	10.0	0.0	0.9855	1.123
TC26_Multiline_NewCustomer_42D_ProposalTab_ClickPackageid	5.313	6.202	6.932	7.229	9.0	0.0	0.603	0.679	0.739	0.828	10.0	0.0	3.4405	3.8355
TC26_Multiline_NewCustomer_43_PrePackagePage_Select_HOQuote	1.373	1.665	1.769	2.275	9.0	0.0	1.682	2.627	4.141	4.804	40.0	0.0	2.146	2.955
TC26_Multiline_NewCustomer_44_PrePackagePage_HO_Click_Proceedtoissuance	3.441	3.806	4.19	4.239	9.0	0.0	0.197	0.23	0.249	0.253	10.0	0.0	2.0180000000000002	2.2195
TC26_Multiline_NewCustomer_HO_45_Preissuancepage_Click_Saveandcontinue	3.4	3.645	3.721	4.666	9.0	0.0	0.643	0.82	0.92	1.293	10.0	0.0	2.2325	2.3205
TC26_Multiline_NewCustomer_HO_46_Inspectionpage_SelectBrokercontact	1.044	1.345	1.338	2.61	9.0	0.0	3.526	7.729	11.144	13.068	10.0	0.0	4.537	6.241
TC26_Multiline_NewCustomer_HO_47_Inspectionpage_ClickSaveandContinue	4.716	5.48	6.448	7.077	9.0	0.0	1.617	2.196	2.583	2.665	9.0	1.0	3.838	4.5155
TC26_Multiline_NewCustomer_HO_47A_SelectBillingType	0.863	0.957	1.014	1.159	9.0	0.0	1.669	2.071	2.384	2.934	40.0	0.0	1.514	1.6989999999999998
TC26_Multiline_NewCustomer_HO_47B_SelectPaymentPlan	0.333	0.417	0.481	0.685	9.0	0.0	1.974	3.116	3.828	4.528	10.0	0.0	1.7665	2.1545
TC26_Multiline_NewCustomer_HO_48_Paymentspage_ClickSaveandcontinue	1.763	2.17	2.649	2.76	9.0	0.0	5.016	5.831	6.7	7.563	10.0	0.0	4.000500000000001	4.6745
TC26_Multiline_NewCustomer_HO_48a_Paymentspage_ClickOk	2.902	3.667	4.267	5.17	9.0	0.0	0.615	0.663	0.699	0.775	10.0	0.0	2.165	2.483
TC26_Multiline_NewCustomer_HO_49_Subjectivities_Click_IssuePolicy	14.098	16.601	18.498	21.394	9.0	0.0	0.207	0.303	0.334	0.583	10.0	0.0	8.452	9.416
TC26_Multiline_NewCustomer_HO_50_Subjectivities_Click_OK	1.146	1.601	1.923	2.152	9.0	0.0	8.051	12.806	19.542	20.35	10.0	0.0	7.2035	10.732500000000002
TC26_Multiline_NewCustomer_51_PrepackagePage_Select_PELQuote	1.097	1.329	1.411	1.67	9.0	0.0	7.956	11.078	16.121	18.567	40.0	0.0	6.2035	8.766
TC26_Multiline_NewCustomer_52_PrePackagePage_PEL_Click_Proceedtoissuance	0.376	0.438	0.526	0.542	9.0	0.0	0.423	0.507	0.558	0.593	9.0	0.0	0.47250000000000003	0.542
TC26_Multiline_NewCustomer_PEL_53_Preissuancepage_Click_Saveandcontinue	5.528	6.112	6.387	6.398	9.0	0.0	2.016	2.41	2.612	2.827	10.0	0.0	4.261	4.499499999999999
TC26_Multiline_NewCustomer_PEL_54_Paymentspage_Select_ExistingBillingAccount	0.868	1.002	1.089	1.273	9.0	0.0	4.376	8.762	14.952	14.986	10.0	0.0	4.882000000000001	8.0205
TC26_Multiline_NewCustomer_PEL_55_PaymentsPage_ClickSaveandcontinue	3.568	4.549	4.985	7.349	9.0	0.0	9.509	10.163	10.448	10.449	9.0	0.0	7.356	7.7165
TC26_Multiline_NewCustomer_PEL_55_Subjectivities_ClickIssuepolicy	5.994	7.935	8.735	12.447	9.0	0.0	4.063	7.117	13.435	14.822	40.0	0.0	7.526	11.085
TC26_Multiline_NewCustomer_PEL_56_Subjectivities_Click_OK	1.21	1.705	2.383	2.474	9.0	0.0	0.77	1.086	1.283	1.619	10.0	0.0	1.3955000000000002	1.833
TC26_Multiline_NewCustomer_57_PrePackagePage_Select_CollectionQuote	1.224	1.348	1.492	1.551	9.0	0.0	1.2	1.53	1.796	1.973	40.0	0.0	1.439	1.6440000000000001
TC26_Multiline_NewCustomer_58_PrePackagePage_Collection_Click_Proceedtoissuance	0.412	0.574	0.737	1.061	9.0	0.0	1.814	2.271	2.419	3.234	9.0	0.0	1.4224999999999999	1.578
TC26_Multiline_NewCustomer_Collection_59_Preissuancepage_Click_AddanotherItem	1.017	1.13	1.224	1.292	9.0	0.0	15.682	16.622	17.063	17.116	10.0	0.0	8.876	9.1435
TC26_Multiline_NewCustomer_Collection_60_Preissuancepage_Enter_Limitvalue&Clicksave	1.709	1.948	2.253	2.481	9.0	0.0	0.353	0.387	0.428	0.441	9.0	0.0	1.1675	1.3405
TC26_Multiline_NewCustomer_Collection_61_Preissuancepage_Click_Save&continue	6.95	7.911	8.886	9.377	9.0	0.0	0.366	0.47	0.529	0.605	10.0	0.0	4.1905	4.7075
TC26_Multiline_NewCustomer_Collection_62_Paymentspage_Select_ExistingBillingAccount	0.957	1.042	1.093	1.328	9.0	0.0	3.008	5.772	9.599	10.477	10.0	0.0	3.407	5.346
TC26_Multiline_NewCustomer_Collection_63_Paymentspage_ClickSave&continue	4.24	4.514	4.862	5.008	9.0	0.0	2.777	4.548	9.744	10.25	40.0	0.0	4.531000000000001	7.303
TC26_Multiline_NewCustomer_Collection_64_Subjectivitiespage_ClickIssuepolicy	6.534	9.281	13.14	17.06	9.0	0.0	0.705	1.248	2.301	2.926	10.0	0.0	5.2645	7.7205
TC26_Multiline_NewCustomer_Collection_65_Subjectivitiespage_Click_OK	0.651	0.797	0.902	0.921	9.0	0.0	9.776	10.179	10.521	10.798	9.0	0.0	5.488	5.7115
TC18_CopyquoteHO_External_02_EnterCustomerIdandsearch	0.435	0.612	0.882	1.693	25.0	0.0	9.363	10.012	10.581	10.775	10.0	0.0	5.312	5.7315
TC18_CopyquoteHO_External_03_SelectCustomer	3.87	6.357	9.07	9.545	25.0	0.0	2.825	3.682	4.958	7.407	40.0	0.0	5.0195	7.014
TC18_CopyquoteHO_External_04_ClickCopyQuote_ HO	2.872	4.115	5.719	7.117	25.0	0.0	1.211	1.5	2.156	2.43	10.0	0.0	2.8075	3.9375
TC18_CopyquoteCOL_External_08_EnterCustomerIdandsearch	0.454	0.56	0.662	0.728	25.0	0.0	1.85	2.195	2.412	2.495	9.0	0.0	1.3775	1.537
TC18_CopyquoteCOL_External_09_SelectCustomer	3.458	5.36	6.096	8.992	25.0	0.0	1.278	1.493	1.735	1.838	10.0	0.0	3.4265000000000003	3.9155
TC18_CopyquoteCOL_External_10_ClickCopyQuote_ COL	2.95	3.689	4.129	7.996	25.0	0.0	0.748	0.879	0.944	1.673	40.0	0.0	2.284	2.5364999999999998
TC18_CopyquotePEL_External_05_EnterCustomerIdandsearch	0.449	0.57	0.713	0.96	25.0	0.0	0.412	0.474	0.516	0.658	10.0	0.0	0.522	0.6145
TC18_CopyquotePEL_External_06_SelectCustomer	3.609	6.402	6.922	21.204	25.0	0.0	3.582	3.974	4.379	5.468	40.0	0.0	5.188000000000001	5.650499999999999
TC18_CopyquotePEL_External_07_ClickCopyQuote_ PEL	2.766	3.85	4.187	10.511	25.0	0.0	5.795	6.795	8.123	8.254	10.0	0.0	5.3225	6.154999999999999
TC09_External_Endorsement_HO_02a_PoliciesPage_Search_PolicyNumber_and_Click_Search	1.99	2.983	3.646	21.38	148.0	0.0	0.55	0.668	0.759	0.886	40.0	0.0	1.8255000000000001	2.2025
TC09_External_Endorsement_HO_03_PoliciesPage_Select_Action-Endorse	0.264	0.355	0.422	1.534	148.0	0.0	0.505	0.651	0.731	0.75	10.0	0.0	0.503	0.5765
TC09_External_Endorsement_HO_04_EndorsePage_EnterReason_and_Click_Save&Continue	9.487	15.511	24.419	32.804	146.0	0.0	9.539	9.88	10.251	10.502	10.0	0.0	12.6955	17.335
TC09_External_Endorsement_HO_05_InsuredPage_Click_Save&Continue	6.445	8.557	9.507	26.219	146.0	0.0	0.209	0.266	0.309	0.404	40.0	0.0	4.4115	4.9079999999999995
TC09_External_Endorsement_HO_06_RatingPage_Click_Save&Continue	4.331	5.438	6.075	23.749	144.0	0.0	0.191	0.224	0.254	0.27	10.0	0.0	2.831	3.1645000000000003
TC09_External_Endorsement_HO_07_CoveragePage_Click_Save&Continue	2.89	3.39	3.822	5.347	144.0	0.0	1.414	1.611	1.621	2.366	10.0	0.0	2.5005	2.7215
TC09_External_Endorsement_HO_08_DetailsPage_Click_SaveandContinue	10.116	12.051	13.586	16.45	144.0	0.0	4.684	21.283	32.163	34.882	8.0	1.0	16.667	22.874499999999998
TC09_External_Endorsement_HO_09_ChangeSummaryPage_Click_Issue	6.283	10.274	15.363	21.545	144.0	0.0	1.491	1.909	2.264	2.567	40.0	0.0	6.0915	8.8135
TC10_External_Endorsement_PEL_02a_PoliciesPage_Search_PolicyNumber_and_Click_Search	1.603	2.038	2.44	3.176	127.0	0.0	0.899	1.899	2.478	2.48	10.0	0.0	1.9685	2.459
TC10_External_Endorsement_PEL_03_PoliciesPage_Select_Action-Endorse	0.273	0.354	0.471	1.337	127.0	0.0	0.353	0.508	0.586	0.652	40.0	0.0	0.431	0.5285
TC10_External_Endorsement_PEL_04_EndorsePage_EnterReason_and_Click_Save&Continue	8.971	17.114	28.014	38.897	127.0	0.0	2.241	2.501	2.634	2.743	10.0	0.0	9.807500000000001	15.324
TC10_External_Endorsement_PEL_05_InsuredPage_Click_Save&Continue	5.36	7.742	8.897	32.139	127.0	0.0	0.374	0.459	0.537	0.562	10.0	0.0	4.1005	4.7170000000000005
TC10_External_Endorsement_PEL_06_RatingPage_Click_Save&Continue	3.096	3.732	4.252	9.807	125.0	0.0	9.346	10.062	10.722	11.397	40.0	0.0	6.897	7.487
TC10_External_Endorsement_PEL_07_CoveragePage_Click_Save&Continue	2.125	2.648	3.266	5.023	125.0	0.0	11.121	18.113	26.588	31.323	10.0	0.0	10.3805	14.927
TC10_External_Endorsement_PEL_08_DetailsPage_Click_SaveandContinue	8.675	10.379	11.988	13.79	124.0	0.0	1.753	2.033	2.344	2.694	40.0	0.0	6.2059999999999995	7.1659999999999995
TC10_External_Endorsement_PEL_09_ChangeSummaryPage_Click_Issue	4.18	9.472	16.547	28.146	123.0	0.0	9.902	10.245	10.631	11.322	10.0	0.0	9.8585	13.589
TC10_External_Endorsement_01_PoliciesPage_Search_PolicyNo_Readonly	1.401	1.906	2.32	3.424	121.0	0.0	0.326	0.429	0.546	0.595	40.0	0.0	1.1675	1.4329999999999998
TC10_External_Endorsement_02_ClickViewPolicyDetails_Readonly	1.047	1.524	1.768	7.434	120.0	0.0	1.44	1.847	2.055	2.591	10.0	0.0	1.6855	1.9115000000000002
TC10_External_Endorsement_03_Insuredpage_ClickSave&Continue_Readonly	1.982	2.464	2.852	3.899	120.0	0.0	0.362	0.44	0.529	0.539	10.0	0.0	1.452	1.6905
TC10_External_Endorsement_04_Ratingpage_ClickSave&Continue_Readonly	0.676	0.891	1.109	1.868	120.0	0.0	9.47	10.111	10.658	11.16	40.0	0.0	5.501	5.8835
TC10_External_Endorsement_05_Coveragepage_ClickSave&Continue_Readonly	0.686	0.862	1.042	2.016	120.0	0.0	1.662	2.198	2.525	3.559	40.0	0.0	1.53	1.7835
TC10_External_Endorsement_06_Detailspage_ClickSave&Continue_Readonly	6.353	7.776	8.703	12.554	120.0	0.0	9.473	10.061	10.593	11.078	10.0	0.0	8.9185	9.648
TC11_External_Endorsement_Collections_02a_PoliciesPage_Search_PolicyNumber_and_Click_Search	2.099	2.845	3.343	5.144	55.0	0.0	1.523	1.783	1.938	1.996	10.0	0.0	2.314	2.6405
TC11_External_Endorsement_Collections_03_PoliciesPage_Select_Action-Endorse	0.266	0.384	0.382	1.707	55.0	0.0	16.081	19.792	22.161	26.532	40.0	0.0	10.088000000000001	11.271500000000001
TC11_External_Endorsement_Collections_04_EndorsePage_EnterReason_and_Click_Save&Continue	9.429	13.461	17.841	26.089	55.0	0.0	1.01	12.225	17.244	18.529	8.0	2.0	12.843	17.5425
TC11_External_Endorsement_Collections_05_InsuredPage_Click_Save&Continue	6.127	7.698	8.441	11.101	55.0	0.0	0.591	0.591	0.591	0.591	1.0	0.0	4.1445	4.516
TC11_External_Endorsement_Collections_06_Ratingpage_Click_Save&Continue	3.063	3.54	3.832	4.461	55.0	0.0	9.38	9.38	9.38	9.38	1.0	0.0	6.460000000000001	6.606
TC11_External_Endorsement_Collections_07_CoveragePage_Click_Save&Continue	3.358	4.026	4.768	6.732	54.0	0.0	1.756	1.756	1.756	1.756	1.0	0.0	2.891	3.262
TC11_External_Endorsement_Collections_08_DetailsPage_Click_SaveandContinue	9.822	11.787	13.142	14.444	53.0	0.0	6.703	6.843	7.05	7.081	8.0	0.0	9.315000000000001	10.096
TC11_External_Endorsement_Collections_09_ChangeSummaryPage_Click_Issue	4.698	8.066	12.063	13.717	52.0	0.0	6.699	6.897	7.038	7.268	10.0	0.0	7.4815000000000005	9.5505
TC21_BillingList_Internal_03_Enter_BillingAccountNumber_and_Click_Search	1.639	1.96	2.16	2.164	12.0	0.0	6.546	6.844	7.085	7.169	40.0	0.0	4.402	4.6225000000000005
TC22_Prospecting_Internal_03_Enter_CustomerId_and_Search	2.04	2.284	2.542	2.863	10.0	0.0	6.654	6.862	7.166	7.174	8.0	0.0	4.573	4.854
TC22_Prospecting_Internal_04_Enter_CustomerName_and_Click_Search	1.269	2.137	3.443	4.433	10.0	0.0	0.377	0.386	0.395	0.395	4.0	0.0	1.2615	1.919
TC16_Policies_Internal_03_Enter Customer id and Click Search	1.968	2.273	2.626	2.728	12.0	0.0	9.845	10.325	10.946	10.946	4.0	0.0	6.2989999999999995	6.786
TC16_Policies_Internal_04_Enter Policy id and Click Search	4.134	4.612	5.131	5.212	12.0	0.0	1.8	1.876	1.971	1.971	4.0	0.0	3.2439999999999998	3.551
TC15_Customers_Internal_02_Search_CustomerID	2.021	2.225	2.503	2.564	9.0	0.0	3.447	4.114	4.779	5.716	26.0	0.0	3.1695	3.641
TC16_Policies_Internal_05_Enter Billing Account number and Click Search	1.573	1.823	2.01	2.518	12.0	0.0	0.806	3.429	6.192	6.192	4.0	0.0	2.626	4.101
TC21_BillingList_Internal_05_Enter_Brokercode_and_Click_Search	0.307	0.46	0.558	0.631	12.0	0.0	0.268	0.323	0.414	0.414	4.0	0.0	0.3915	0.486
TC15_Customers_Internal_03_Search_PolicyID	4.248	4.671	5.003	5.697	9.0	0.0	0.582	2.385	4.633	4.798	5.0	0.0	3.528	4.818
TC15_Customers_Internal_04_Search_BillingAccount	1.608	1.773	1.915	2.059	9.0	0.0	4.994	5.405	6.138	6.138	4.0	0.0	3.589	4.0265
TC22_Prospecting_Internal_05_Enter Broker code and search	0.35	1.332	2.744	2.933	10.0	0.0	1.141	1.228	1.307	1.313	5.0	0.0	1.28	2.0255
TC15_Customers_Internal_05_Search_CustomerName	1.441	2.058	2.36	3.991	9.0	0.0	2.01	2.308	2.764	2.764	4.0	0.0	2.183	2.562
TC17_Claims_Internal_01_SearchClaimNo	0.548	0.756	0.898	0.919	6.0	0.0	0.989	3.288	5.15	5.15	4.0	0.0	2.022	3.024
TC15_Customers_Internal_06_ClickEditOption	2.257	2.629	2.842	2.879	9.0	0.0	4.353	6.042	5.485	10.91	5.0	0.0	4.3355	4.1635
TC15_Customers_Internal_07_Clicksave_Paperlesssettings	0.242	0.328	0.398	0.558	9.0	0.0	0.2	0.271	0.392	0.392	4.0	0.0	0.2995	0.395
TC16_Policies_Internal_06_Enter Customer Name and Click Search	0.523	2.201	4.244	4.459	12.0	0.0	1.543	1.818	2.024	2.163	5.0	0.0	2.0095	3.134
TC15_Customers_Internal_08_Search_brokerID	0.233	4.641	10.347	12.335	9.0	0.0	16.771	17.136	17.528	17.528	4.0	0.0	10.8885	13.9375
TC01_Perf2_CustomerPortal_01A_Launch	0.047	0.128	0.175	3.789	2237.0	0.0	4.305	5.006	5.994	5.994	4.0	0.0	2.567	3.0845
TC01_Perf2_CustomerPortal_01B_Login	1.094	1.359	1.586	2.365	2223.0	0.0	1.511	1.696	2.038	2.038	4.0	0.0	1.5274999999999999	1.8119999999999998
TC01_Dashboard_01C_dashboardLoading	1.0	2.331	2.743	23.009	2209.0	0.0	16.272	19.706	21.321	25.243	5.0	0.0	11.0185	12.032
TC01_Dashboard_01_QuickAction_Paperless	0.131	0.558	0.697	12.303	2195.0	0.0	0.261	0.296	0.33	0.33	4.0	0.0	0.42700000000000005	0.5135
TC01_Dashboard_02_AccessLegalLinks	0.037	0.137	0.132	8.124	2179.0	0.0	1.457	1.572	1.793	1.793	4.0	0.0	0.8545	0.9624999999999999
TC05_Coverage-L3_01_Viewpolicydetails	1.203	1.919	2.259	24.408	2165.0	0.0	1.769	1.923	1.962	2.032	5.0	0.0	1.921	2.1105
TC05_Coverage-L3_02_Policy Action_Paperless 	0.356	0.524	0.623	6.356	2151.0	0.0	13.883	16.08	20.48	20.48	4.0	0.0	8.302	10.5515
TC05_Coverage-L3_03_Policy Action_Contact Broker	0.203	0.37	0.857	3.295	2137.0	0.0	1.459	1.668	1.923	1.923	4.0	0.0	1.019	1.3900000000000001
TC06_AccountSettings_Account Information_01_Personal Details	0.272	0.421	0.546	5.04	2121.0	0.0	3.224	3.528	3.468	4.352	5.0	0.0	1.9745	2.007
TC06_Paperless Settings_02_SelectDetails&ClickSave	0.368	0.468	0.535	2.911	2103.0	0.0	1.138	1.374	1.633	1.633	4.0	0.0	0.921	1.084
TC07_RiskStrategies_01_Select_RiskStrategiesPage	1.127	2.404	3.175	24.291	2089.0	0.0	4.363	4.685	4.903	4.903	4.0	0.0	3.5444999999999998	4.039
TC07_RiskStrategies_02_Select_HomeResilencyScores_ClickTab1	0.554	1.193	1.602	19.608	2075.0	0.0	2.198	2.716	2.863	3.413	5.0	0.0	1.9545000000000001	2.2325
TC02_PCG_External_QuoteExistingCustomer_HO_02_SearchCustomerID_M	0.45	0.905	1.256	3.923	12.0	0.0	1.389	1.712	2.544	2.544	4.0	0.0	1.3085	1.9
TC02_PCG_External_QuoteExistingCustomer_HO_02_SearchCustomerID_S	0.469	0.557	0.624	0.651	6.0	0.0	1.355	2.767	6.222	6.222	4.0	0.0	1.662	3.423
TC02_PCG_External_QuoteExistingCustomer_HO_03_SelectCustomer_M	0.987	1.411	1.64	2.239	12.0	0.0	4.969	5.28	5.368	5.709	5.0	0.0	3.3455000000000004	3.504
TC02_PCG_External_QuoteExistingCustomer_HO_03_SelectCustomer_S	0.942	1.798	1.73	3.602	6.0	0.0	3.138	3.753	4.811	4.811	4.0	0.0	2.7755	3.2705
TC02_PCG_External_QuoteExistingCustomer_HO_02_SearchCustomerID_L	0.467	0.572	0.678	0.708	6.0	0.0	3.076	3.449	4.107	4.107	4.0	0.0	2.0105	2.3925
TC02_PCG_External_QuoteExistingCustomer_HO_02_SearchCustomerID_XL	0.452	0.627	0.7	0.859	5.0	0.0	2.981	3.35	3.529	3.668	5.0	0.0	1.9885000000000002	2.1145
TC02_PCG_External_QuoteExistingCustomer_HO_04_SelectProductandClickSave&Continue_M	5.993	7.006	8.728	9.092	12.0	0.0	1.298	1.648	2.629	2.629	4.0	0.0	4.327	5.6785
TC02_PCG_External_QuoteExistingCustomer_HO_03_SelectCustomer_L	1.001	1.526	1.972	2.012	6.0	0.0	1.835	1.903	1.963	1.963	4.0	0.0	1.7145000000000001	1.9675
TC02_PCG_External_QuoteExistingCustomer_HO_04_SelectProductandClickSave&Continue_S	6.049	7.735	9.731	10.162	6.0	0.0	1.634	1.734	1.745	1.899	5.0	0.0	4.734500000000001	5.7379999999999995
TC02_PCG_External_QuoteExistingCustomer_HO_03_SelectCustomer_XL	1.322	1.595	1.687	2.087	5.0	0.0	1.492	1.723	1.928	1.928	4.0	0.0	1.659	1.8075
TC02_PCG_External_QuoteExistingCustomer_HO_06_insuredPage_SelectBrokerCode_M	0.33	0.407	0.499	0.531	12.0	0.0	7.348	8.981	12.752	12.752	4.0	0.0	4.694	6.625500000000001
TC02_PCG_External_QuoteExistingCustomer_HO_06_insuredPage_SelectBrokerCode_S	0.32	0.414	0.428	0.554	6.0	0.0	1.916	2.452	2.711	3.641	5.0	0.0	1.433	1.5695
TC02_PCG_External_QuoteExistingCustomer_HO_04_SelectProductandClickSave&Continue_L	5.956	6.931	7.583	8.556	6.0	0.0	1.477	2.029	3.508	3.508	4.0	0.0	4.48	5.5455000000000005
TC02_PCG_External_QuoteExistingCustomer_HO_04_SelectProductandClickSave&Continue_XL	5.766	6.288	6.847	6.944	5.0	0.0	0.635	0.999	0.839	2.023	5.0	0.0	3.6435	3.843
TC02_PCG_External_QuoteExistingCustomer_HO_08_insuredPage_Clicksave_M	9.695	11.446	13.269	13.368	12.0	0.0	4.95	5.274	6.044	6.044	4.0	0.0	8.36	9.6565
TC02_PCG_External_QuoteExistingCustomer_HO_06_insuredPage_SelectBrokerCode_L	0.315	0.379	0.393	0.472	6.0	0.0	1.463	2.225	3.968	3.968	4.0	0.0	1.302	2.1805
TC02_PCG_External_QuoteExistingCustomer_HO_08_insuredPage_Clicksave_S	9.892	10.86	11.069	12.247	6.0	0.0	1.698	2.212	3.094	3.094	4.0	0.0	6.536	7.0815
TC02_PCG_External_QuoteExistingCustomer_HO_06_insuredPage_SelectBrokerCode_XL	0.343	0.376	0.38	0.413	5.0	0.0	6.974	7.462	7.879	7.879	4.0	0.0	3.919	4.1295
TC02_PCG_External_QuoteExistingCustomer_HO_10_RatingPage_Selectyearbuilt_M	1.676	1.812	1.908	1.922	12.0	0.0	1.397	1.56	1.774	1.774	4.0	0.0	1.686	1.841
TC02_PCG_External_QuoteExistingCustomer_HO_08_insuredPage_Clicksave_L	10.169	11.195	11.645	12.168	6.0	0.0	2.957	3.782	4.532	4.532	4.0	0.0	7.4885	8.0885
TC02_PCG_External_QuoteExistingCustomer_HO_10_RatingPage_Selectyearbuilt_S	1.701	1.929	2.126	2.414	6.0	0.0	1.354	1.48	1.692	1.692	4.0	0.0	1.7045	1.9089999999999998
